,name,ticker,index,industry
1311,"TianYu Eco-Environment Co., Ltd.",603717.SS,Shanghai,Industrials
1312,"Shanghai Hile Bio-Technology Co., Ltd.",603718.SS,Shanghai,Healthcare
1313,"Bestore Co.,Ltd",603719.SS,Shanghai,Consumer Defensive
1314,"TVZone Media Co., Ltd.",603721.SS,Shanghai,Communication Services
1315,"Wuxi Acryl Technology Co., Ltd.",603722.SS,Shanghai,Basic Materials
1316,"Guangdong Tianan New Material Co., Ltd.",603725.SS,Shanghai,Basic Materials
1317,"Zhejiang Langdi Group Co., Ltd.",603726.SS,Shanghai,Industrials
1318,BOMESC Offshore Engineering Company Limited,603727.SS,Shanghai,Energy
1319,"Shanghai MOONS' Electric Co.,Ltd.",603728.SS,Shanghai,Industrials
1320,"Shanghai LongYun Media Group Co., Ltd.",603729.SS,Shanghai,Communication Services
1321,"Shanghai Daimay Automotive Interior Co., Ltd",603730.SS,Shanghai,Consumer Cyclical
1322,"Xianhe Co.,Ltd.",603733.SS,Shanghai,Basic Materials
1323,"SKSHU Paint Co.,Ltd.",603737.SS,Shanghai,Basic Materials
1324,"TKD Science and Technology Co.,Ltd.",603738.SS,Shanghai,Technology
1325,Qingdao Vland Biotech INC.,603739.SS,Shanghai,Healthcare
1326,"Qingdao Richen Foods Co., Ltd.",603755.SS,Shanghai,Consumer Defensive
1327,"Zhejiang Dayuan Pumps Industry Co., Ltd",603757.SS,Shanghai,Industrials
1328,Chongqing Qin'an M&E PLC.,603758.SS,Shanghai,Consumer Cyclical
1329,"Haitian Water Group Co.,Ltd",603759.SS,Shanghai,
1330,"Loncin Motor Co., Ltd.",603766.SS,Shanghai,Consumer Cyclical
1331,"Zhejiang Zomax Transmission Co., Ltd.",603767.SS,Shanghai,Consumer Cyclical
1332,Changqing Machinery Company Limited,603768.SS,Shanghai,Consumer Cyclical
1333,"WG TECH (Jiang Xi) Co., Ltd.",603773.SS,Shanghai,Technology
1334,"Youon Technology Co.,Ltd",603776.SS,Shanghai,Technology
1335,"Shanghai Laiyifen Co.,Ltd",603777.SS,Shanghai,Consumer Defensive
1336,"Beijing Qianjing Landscape Co.,Ltd",603778.SS,Shanghai,Industrials
1337,"Wei Long Grape Wine Co., Ltd.",603779.SS,Shanghai,Consumer Defensive
1338,"KEBODA TECHNOLOGY Co., Ltd.",603786.SS,Shanghai,Consumer Cyclical
1339,"Jiangsu Xinri E-Vehicle Co., Ltd.",603787.SS,Shanghai,Consumer Cyclical
1340,"Ningbo Gaofa Automotive Control System Co., Ltd.",603788.SS,Shanghai,Consumer Cyclical
1341,"Thinker Agricultural Machinery Co., Ltd.",603789.SS,Shanghai,Industrials
1342,"Argus (Shanghai) Textile Chemicals Co.,Ltd.",603790.SS,Shanghai,Basic Materials
1343,"Guangdong Liantai Environmental Protection Co.,Ltd.",603797.SS,Shanghai,Industrials
1344,Qingdao Copton Technology Company Limited,603798.SS,Shanghai,Basic Materials
1345,"Zhejiang Huayou Cobalt Co., Ltd",603799.SS,Shanghai,Basic Materials
1346,"Suzhou Douson Drilling & Production Equipment Co.,Ltd.",603800.SS,Shanghai,Energy
1347,"Zbom Home Collection Co.,Ltd",603801.SS,Shanghai,Consumer Cyclical
1348,"RAISECOM TECHNOLOGY CO.,Ltd.",603803.SS,Shanghai,Technology
1349,"Hangzhou First Applied Material Co., Ltd.",603806.SS,Shanghai,Technology
1350,"Shenzhen Ellassay Fashion Co.,Ltd.",603808.SS,Shanghai,Consumer Cyclical
1351,"Chengdu Haoneng Technology Co., Ltd.",603809.SS,Shanghai,Consumer Cyclical
1352,"Jiangsu Fengshan Group Co.,Ltd",603810.SS,Shanghai,Basic Materials
1353,"Zhejiang Cheng Yi Pharmaceutical Co., Ltd.",603811.SS,Shanghai,Healthcare
1354,"GuangDong GenSho Logistics Co.,LTD",603813.SS,Shanghai,Industrials
1355,"Anhui Gourgen Traffic Construction Co.,Ltd.",603815.SS,Shanghai,Industrials
1356,"Jason Furniture (Hangzhou) Co.,Ltd.",603816.SS,Shanghai,Consumer Cyclical
1357,"Fujian Haixia Environmental Protection Group Co.,Ltd.",603817.SS,Shanghai,Utilities
1358,"Qu Mei Home Furnishings Group Co.,Ltd",603818.SS,Shanghai,Consumer Cyclical
1359,Changzhou Shenli Electrical Machine Incorporated Company,603819.SS,Shanghai,Industrials
1360,"Zhejiang Jiaao Enprotech Stock Co., Ltd",603822.SS,Shanghai,Basic Materials
1361,"Lily Group Co., Ltd.",603823.SS,Shanghai,Basic Materials
1362,"Hylink Digital Solution Co., Ltd.",603825.SS,Shanghai,Communication Services
1363,"Fujian Kuncai Material Technology Co., Ltd.",603826.SS,Shanghai,Basic Materials
1364,"Suzhou Kelida Building& Decoration Co.,Ltd.",603828.SS,Shanghai,Industrials
1365,"Jiangsu Luokai Mechanical &Electrical Co., Ltd .",603829.SS,Shanghai,Industrials
1366,Oppein Home Group Inc.,603833.SS,Shanghai,Consumer Cyclical
1367,"Bondex Supply Chain Management Co., Ltd.",603836.SS,Shanghai,Industrials
1368,"Guang Dong Sitong Group Co.,Ltd",603838.SS,Shanghai,Consumer Cyclical
1369,"Anzheng Fashion Group Co., Ltd.",603839.SS,Shanghai,Consumer Cyclical
1370,"Zhengping Road & Bridge Construction Co.,Ltd.",603843.SS,Shanghai,Industrials
1371,"Guangdong Hotata Technology Group Co.,Ltd.",603848.SS,Shanghai,Consumer Cyclical
1372,Warom Technology Incorporated Company,603855.SS,Shanghai,Industrials
1373,"Shandong Donghong Pipe Industry Co., Ltd.",603856.SS,Shanghai,Industrials
1374,"Shandong Buchang Pharmaceuticals Co., Ltd.",603858.SS,Shanghai,Healthcare
1375,"Nancal Technology Co.,Ltd",603859.SS,Shanghai,Industrials
1376,"RoadMainT Co.,Ltd.",603860.SS,Shanghai,Industrials
1377,"Guangzhou Baiyun Electric Equipment Co., Ltd.",603861.SS,Shanghai,Industrials
1378,"GuangDong SongYang Recycle Resources CO.,LTD",603863.SS,Shanghai,Basic Materials
1379,"Toly Bread Co.,Ltd.",603866.SS,Shanghai,Consumer Defensive
1380,"Zhejiang Xinhua Chemical Co.,Ltd",603867.SS,Shanghai,Basic Materials
1381,"Shanghai Flyco Electrical Appliance Co., Ltd.",603868.SS,Shanghai,Consumer Defensive
1382,"ENC Digital Technology Co., Ltd",603869.SS,Shanghai,Technology
1383,"Jiayou International Logistics Co.,Ltd",603871.SS,Shanghai,Industrials
1384,"Jiangsu Dingsheng New Material Joint-Stock Co.,Ltd",603876.SS,Shanghai,Basic Materials
1385,"Ningbo Peacebird Fashion Co.,Ltd.",603877.SS,Shanghai,Consumer Cyclical
1386,"Jiangsu Wujin Stainless Steel Pipe Group CO.,LTD.",603878.SS,Shanghai,Basic Materials
1387,"Yongyue Science&Technology Co.,Ltd",603879.SS,Shanghai,Basic Materials
1388,"Jiangsu Nanfang Medical Co., Ltd.",603880.SS,Shanghai,Healthcare
1389,"Shanghai AtHub Co.,Ltd.",603881.SS,Shanghai,Technology
1390,"Guangzhou Kingmed Diagnostics Group Co., Ltd.",603882.SS,Shanghai,Healthcare
1391,LBX Pharmacy Chain Joint Stock Company,603883.SS,Shanghai,Healthcare
1392,"Juneyao Airlines Co., Ltd",603885.SS,Shanghai,Industrials
1393,"Ganso Co., Ltd.",603886.SS,Shanghai,Consumer Defensive
1394,"Shanghai CDXJ Digital Technology Co., Ltd.",603887.SS,Shanghai,Industrials
1395,"Xinhuanet Co., Ltd.",603888.SS,Shanghai,Communication Services
1396,Zhejiang Xinao Textiles Inc.,603889.SS,Shanghai,Consumer Cyclical
1397,"Suzhou Chunqiu Electronic Technology Co., Ltd.",603890.SS,Shanghai,Industrials
1398,"Rockchip Electronics Co., Ltd.",603893.SS,Shanghai,Technology
1399,"Shanghai Tianyong Engineering Co., Ltd.",603895.SS,Shanghai,Industrials
1400,"Zhejiang Shouxiangu Pharmaceutical Co., Ltd.",603896.SS,Shanghai,Healthcare
1401,"Zhejiang grandwall electric science&technology co.,ltd.",603897.SS,Shanghai,Industrials
1402,"Guangzhou Holike Creative Home Co.,Ltd.",603898.SS,Shanghai,Consumer Cyclical
1403,Shanghai M&G Stationery Inc.,603899.SS,Shanghai,Industrials
1404,Leysen Jewellery Inc.,603900.SS,Shanghai,Consumer Cyclical
1405,"Hangzhou Youngsun Intelligent Equipment Co., Ltd.",603901.SS,Shanghai,Industrials
1406,"CSD Water Service Co., Ltd.",603903.SS,Shanghai,Industrials
1407,"Jiangsu Lopal Tech. Co., Ltd.",603906.SS,Shanghai,Energy
1408,"Comefly Outdoor Co., Ltd.",603908.SS,Shanghai,Consumer Cyclical
1409,"Holsin Engineering Consulting Group Co.,Ltd.",603909.SS,Shanghai,Industrials
1410,"Nanjing Canatal Data-Centre Environmental Tech Co., Ltd",603912.SS,Shanghai,Industrials
1411,"Jiangsu Guomao Reducer Co., Ltd.",603915.SS,Shanghai,Industrials
1412,"Sobute New Materials Co., Ltd",603916.SS,Shanghai,Basic Materials
1413,"Ningbo Heli Technology Co., Ltd.",603917.SS,Shanghai,Industrials
1414,"Shanghai Golden Bridge Info Tech Co.,Ltd",603918.SS,Shanghai,Technology
1415,"JINHUI LIQUOR Co.,Ltd.",603919.SS,Shanghai,Consumer Defensive
1416,"Olympic Circuit Technology Co., Ltd",603920.SS,Shanghai,Technology
1417,"Suzhou Jin Hong Shun Auto Parts Co., Ltd.",603922.SS,Shanghai,Consumer Cyclical
1418,"Zhejiang Tieliu Clutch Co., Ltd.",603926.SS,Shanghai,Consumer Cyclical
1419,"Sinosoft Co.,Ltd",603927.SS,Shanghai,Technology
1420,"Suzhou Xingye Materials Technology Co.,Ltd.",603928.SS,Shanghai,Basic Materials
1421,"L&K Engineering (Suzhou) Co.,Ltd.",603929.SS,Shanghai,Industrials
1422,"Hangzhou Greenda Electronic Materials Co., Ltd.",603931.SS,Shanghai,Basic Materials
1423,"Fujian Raynen Technology Co., Ltd.",603933.SS,Shanghai,Technology
1424,"Bomin Electronics Co., Ltd.",603936.SS,Shanghai,Technology
1425,"Jiangsu Lidao New Materials Co., Ltd.",603937.SS,Shanghai,Basic Materials
1426,"Tangshan Sunfar Silicon Industries Co.,Ltd.",603938.SS,Shanghai,Basic Materials
1427,"Yifeng Pharmacy Chain Co., Ltd.",603939.SS,Shanghai,Healthcare
1428,"Zhejiang Jianye Chemical Co., Ltd.",603948.SS,Shanghai,Basic Materials
1429,"Xuelong Group Co., Ltd.",603949.SS,Shanghai,
1430,"Xiangyang Changyuandonggu Industry Co., Ltd.",603950.SS,Shanghai,Consumer Cyclical
1431,"Daqian Ecology&Environment Group Co.,Ltd.",603955.SS,Shanghai,Industrials
1432,"WPG (Shanghai) Smart Water Public Co., Ltd.",603956.SS,Shanghai,Industrials
1433,"Harson Trading (China) Co.,Ltd.",603958.SS,Shanghai,Consumer Cyclical
1434,"Hunan Baili Engineering Sci&Tech Co.,Ltd",603959.SS,Shanghai,Industrials
1435,"Shanghai Kelai Mechatronics Engineering Co.,Ltd.",603960.SS,Shanghai,Industrials
1436,"Dali Pharmaceuticalco.,Ltd",603963.SS,Shanghai,Healthcare
1437,"Eurocrane (China) Co., Ltd.",603966.SS,Shanghai,Industrials
1438,"China Master Logistics Co., Ltd.",603967.SS,Shanghai,Industrials
1439,"Nantong Acetic Acid Chemical Co., Ltd.",603968.SS,Shanghai,Basic Materials
1440,"SILVERY DRAGON PRESTRESSED MATERIALS CO., LTD. TIANJIN",603969.SS,Shanghai,Basic Materials
1441,"Sino-Agri Leading Biosciences Co.,Ltd",603970.SS,Shanghai,Basic Materials
1442,"ChongQing Zhengchuan Pharmaceutical Packaging Co.,Ltd.",603976.SS,Shanghai,Consumer Cyclical
1443,"Jiangxi Guotai Group Co.,Ltd.",603977.SS,Shanghai,Basic Materials
1444,"Shenzhen SunXing Light Alloys Materials Co.,Ltd.",603978.SS,Shanghai,Basic Materials
1445,"JCHX Mining Management Co.,Ltd.",603979.SS,Shanghai,Basic Materials
1446,"Zhejiang Jihua Group Co., Ltd.",603980.SS,Shanghai,Basic Materials
1447,"Nanjing Chervon Auto Precision Technology Co., Ltd",603982.SS,Shanghai,Consumer Cyclical
1448,"Guangdong Marubi Biotechnology Co., Ltd.",603983.SS,Shanghai,Consumer Defensive
1449,"Jiangyin Hengrun Heavy Industries Co., Ltd",603985.SS,Shanghai,Industrials
1450,GigaDevice Semiconductor (Beijing) Inc.,603986.SS,Shanghai,Technology
1451,"Shanghai Kindly Enterprise Development Group Co.,LTD.",603987.SS,Shanghai,Healthcare
1452,"SEC Electric Machinery Co., Ltd.",603988.SS,Shanghai,Industrials
1453,"Hunan Aihua Group Co., Ltd",603989.SS,Shanghai,Technology
1454,"Suzhou MedicalSystem Technology Co., Ltd.",603990.SS,Shanghai,Healthcare
1455,"Shenzhen Original Advanced Compounds Co., Ltd.",603991.SS,Shanghai,Basic Materials
1456,"Xiamen Solex High-tech Industries Co., Ltd.",603992.SS,Shanghai,Industrials
1457,"China Molybdenum Co., Ltd.",603993.SS,Shanghai,Basic Materials
1458,"Zhejiang Yongjin Metal Technology Co., Ltd",603995.SS,Shanghai,
1459,"Ningbo Jifeng Auto Parts Co., Ltd.",603997.SS,Shanghai,Consumer Cyclical
1460,"Hunan Fangsheng Pharmaceutical Co., Ltd.",603998.SS,Shanghai,Healthcare
1461,"DuZhe Publish&Media Co.,Ltd",603999.SS,Shanghai,Communication Services
1462,"Qingdao Victall Railway Co., Ltd.",605001.SS,Shanghai,Industrials
1463,"ZhongWang Fabric Co., Ltd.",605003.SS,Shanghai,
1464,"CWB Automotive Electronics Co., Ltd.",605005.SS,Shanghai,Industrials
1465,"Shandong Fiberglass Group Co., Ltd",605006.SS,Shanghai,Consumer Cyclical
1466,"Wuzhou Special Paper Group Co., Ltd.",605007.SS,Shanghai,
1467,Ningbo Changhong Polymer Scientific and Technical Inc.,605008.SS,Shanghai,Basic Materials
1468,"Hangzhou Haoyue Personal Care Co., Ltd",605009.SS,Shanghai,Consumer Defensive
1469,"Hangzhou Cogeneration Group Co., Ltd.",605011.SS,Shanghai,Utilities
1470,"Shandong Bailong Chuangyuan Bio-Tech Co., Ltd.",605016.SS,Shanghai,Consumer Defensive
1471,"Zhejiang Changhua Auto Parts Co., Ltd.",605018.SS,Shanghai,Consumer Cyclical
1472,"Zhejiang Yonghe Refrigerant Co., Ltd.",605020.SS,Shanghai,Basic Materials
1473,"Ningbo Shimao Energy Co.,Ltd",605028.SS,Shanghai,
1474,"Friend Co.,Ltd.",605050.SS,Shanghai,Basic Materials
1475,"Zhejiang Yingfeng Technology Co., Ltd.",605055.SS,Shanghai,Consumer Cyclical
1476,"Xianheng International Science&Technology Co., Ltd.",605056.SS,Shanghai,Industrials
1477,"Changzhou Aohong Electronics Co., Ltd.",605058.SS,Shanghai,
1478,"Allied Machinery Co., Ltd.",605060.SS,Shanghai,
1479,"Zhejiang Tengen Electrics Co.,Ltd.",605066.SS,Shanghai,Technology
1480,"Mingxin Automotive Leather Co., Ltd.",605068.SS,Shanghai,
1481,"Zhejiang Huakang Pharmaceutical Co., Ltd.",605077.SS,Shanghai,Basic Materials
1482,Zhejiang Natural Outdoor Goods Inc.,605080.SS,Shanghai,Consumer Cyclical
1483,"Shanghai Taihe Water Environmental Technology Development Co.,Ltd.",605081.SS,Shanghai,Industrials
1484,"Longyan Kaolin Clay Co., Ltd.",605086.SS,Shanghai,
1485,"GSP Automotive Group Wenzhou Co.,Ltd.",605088.SS,Shanghai,Consumer Cyclical
1486,"Suzhou Weizhixiang Food Co., Ltd.",605089.SS,Shanghai,Consumer Defensive
1487,"Jiangxi Jovo Energy Co., Ltd",605090.SS,Shanghai,Energy
1488,"Shanghai Action Education Technology CO.,LTD.",605098.SS,Shanghai,Consumer Defensive
1489,"CoCreation Grass Co., Ltd",605099.SS,Shanghai,Basic Materials
1490,"Power HF Co., Ltd.",605100.SS,Shanghai,Industrials
1491,"Tongqinglou Catering Co., Ltd.",605108.SS,Shanghai,Industrials
1492,"Wuxi NCE Power Co., Ltd.",605111.SS,Shanghai,Technology
1493,"Aurisco Pharmaceutical Co.,Ltd.",605116.SS,Shanghai,Healthcare
1494,"Ningbo Deye Technology Group Co., Ltd.",605117.SS,Shanghai,Consumer Cyclical
1495,"Xiamen Leading Optics Co., Ltd.",605118.SS,Shanghai,Technology
1496,"Chongqing Sifang New Material Co., Ltd.",605122.SS,Shanghai,Basic Materials
1497,"Wuxi Paike New Materials Technology Co.,Ltd.",605123.SS,Shanghai,Industrials
1498,"Shanghai Yanpu Metal Products Co.,Ltd",605128.SS,Shanghai,Consumer Cyclical
1499,"Jiangsu Rongtai Industry Co., Ltd.",605133.SS,Shanghai,
1500,"Shanghai Lily&Beauty Cosmetics Co.,Ltd.",605136.SS,Shanghai,Consumer Cyclical
1501,"West Shanghai Automotive Service Co.,Ltd.",605151.SS,Shanghai,
1502,"Zhejiang Xidamen New Material Co.,Ltd.",605155.SS,Shanghai,
1503,"Zhejiang Huada New Materials Co., Ltd.",605158.SS,Shanghai,Basic Materials
1504,"Zhejiang Xinzhonggang Thermal Power Co., LTD.",605162.SS,Shanghai,Utilities
1505,"Hangzhou Juheshun New Material Co., Ltd.",605166.SS,Shanghai,Basic Materials
1506,Jiangsu Libert INC.,605167.SS,Shanghai,Industrials
1507,"Three's Company Media Group Co., Ltd.",605168.SS,Shanghai,Communication Services
1508,"Xinjiang Hongtong Natural Gas Co., Ltd.",605169.SS,Shanghai,
1509,"Zhejiang East Asia Pharmaceutical Co., Ltd.",605177.SS,Shanghai,
1510,"Beijing New Space Technology Co., Ltd.",605178.SS,Shanghai,Industrials
1511,"Zhejiang Yiming Food Co., Ltd.",605179.SS,Shanghai,
1512,"ZheJiang HuaSheng Technology Co.,Ltd",605180.SS,Shanghai,Consumer Cyclical
1513,"Quechen Silicon Chemical Co., Ltd.",605183.SS,Shanghai,
1514,"Shanghai General Healthy Information and Technology Co., Ltd.",605186.SS,Shanghai,
1515,"Jiangxi Guoguang Commercial Chains Co., Ltd.",605188.SS,Shanghai,Consumer Cyclical
1516,"Wuhu Fuchun Dye and Weave Co.,Ltd.",605189.SS,Shanghai,Consumer Cyclical
1517,"Hebei Huatong Wires and Cables Group Co., Ltd.",605196.SS,Shanghai,Industrials
1518,"Yantai North Andre Juice Co.,Ltd.",605198.SS,Shanghai,Consumer Defensive
1519,"Hainan Huluwa Pharmaceutical Group Co., Ltd.",605199.SS,Shanghai,Healthcare
1520,"Shanghai Yongmaotai Automotive Technology Co., Ltd.",605208.SS,Shanghai,Consumer Cyclical
1521,"Ways Electron Co.,Ltd.",605218.SS,Shanghai,Technology
1522,"Shanghai QiFan Cable Co., Ltd",605222.SS,Shanghai,Industrials
1523,"Shentong Technology Group Co., Ltd",605228.SS,Shanghai,Consumer Cyclical
1524,"Ningbo TIP Rubber Technology Co., Ltd",605255.SS,Shanghai,Consumer Cyclical
1525,"Jiangsu Xiehe Electronic Co.,Ltd.",605258.SS,Shanghai,
1526,"Lutian Machinery Co., Ltd.",605259.SS,Shanghai,Industrials
1527,"Yunnan Jianzhijia Health-Chain Co., Ltd.",605266.SS,Shanghai,Healthcare
1528,"Wangli Security & Surveillance Product Co., Ltd",605268.SS,Shanghai,
1529,"Xinya Electronic Co., Ltd.",605277.SS,Shanghai,Industrials
1530,"Jiangsu Tongli Risheng Machinery Co., Ltd.",605286.SS,Shanghai,
1531,"Decai Decoration CO.,LTD",605287.SS,Shanghai,Industrials
1532,ChangZhou KAIDI Electrical Inc.,605288.SS,Shanghai,Industrials
1533,Shanghai Luoman Lighting Technologies Inc.,605289.SS,Shanghai,
1534,"Yunnan Shennong Agricultural Industry Group Co.,LTD.",605296.SS,Shanghai,Consumer Defensive
1535,"Jiangsu Bide Science and Technology Co., Ltd.",605298.SS,Shanghai,
1536,"Shuhua Sports Co., Ltd.",605299.SS,Shanghai,
1537,"Jiahe Foods Industry Co., Ltd.",605300.SS,Shanghai,
1538,Hangzhou Landscaping Incorporated,605303.SS,Shanghai,
1539,"Ficont Industry (Beijing) Co., Ltd.",605305.SS,Shanghai,
1540,Fsilon Furnishing and Construction Materials Corporation,605318.SS,Shanghai,Consumer Cyclical
1541,"Wuxi Zhenhua Auto Parts Co., Ltd.",605319.SS,Shanghai,Consumer Cyclical
1542,"Kunshan Huguang Auto Harness Co.,Ltd.",605333.SS,Shanghai,Consumer Cyclical
1543,"Zhejiang Sanfer Electric Co., Ltd",605336.SS,Shanghai,
1544,"Zhe Jiang Li Zi Yuan Food Co.,Ltd.",605337.SS,Shanghai,Consumer Defensive
1545,"Zhongyin Babi Food Co., Ltd.",605338.SS,Shanghai,
1546,"Namchow Food Group (Shanghai) Co., Ltd.",605339.SS,Shanghai,Consumer Defensive
1547,"Hangzhou Lion Electronics Co.,Ltd",605358.SS,Shanghai,Technology
1548,Leedarson IoT Technology Inc.,605365.SS,Shanghai,Technology
1549,"Jiangxi Hungpai New Material Co., Ltd.",605366.SS,Shanghai,Basic Materials
1550,"Henan Lantian Gas Co.,Ltd.",605368.SS,Shanghai,Utilities
1551,"Zhejiang Gongdong Medical Technology Co.,Ltd.",605369.SS,Shanghai,Healthcare
1552,"Jiangsu Boqian New Materials Stock Co., Ltd.",605376.SS,Shanghai,Basic Materials
1553,"Hangzhou Huawang New Material Technology Co.,Ltd.",605377.SS,Shanghai,
1554,"Zhejiang MustangBattery Co.,Ltd",605378.SS,Shanghai,Industrials
1555,"Hubei Juneyao Health Drinks Co., Ltd",605388.SS,Shanghai,Consumer Defensive
1556,"Jiangsu Changling Hydraulic Co., Ltd",605389.SS,Shanghai,
1557,"Shanghai New Centurion Network Information Technology Co., Ltd.",605398.SS,Shanghai,Technology
1558,"Jiang Xi Chenguang New Materials Co.,Ltd.",605399.SS,Shanghai,Basic Materials
1559,"Zhejiang Fulai New Material Co.,Ltd.",605488.SS,Shanghai,Basic Materials
1560,"Eastroc Beverage (Group) Co.,Ltd.",605499.SS,Shanghai,Consumer Defensive
1561,"Forest Packaging Group Co.,Ltd.",605500.SS,Shanghai,
1562,"Suzhou HYC Technology Co.,Ltd.",688001.SS,Shanghai,Technology
1563,"Raytron Technology Co.,Ltd.",688002.SS,Shanghai,Technology
1564,"Suzhou TZTEK Technology Co., Ltd",688003.SS,Shanghai,Industrials
1565,"Beijing Bohui Science & Technology Co., Ltd.",688004.SS,Shanghai,Communication Services
1566,"Ningbo Ronbay New Energy Technology Co., Ltd.",688005.SS,Shanghai,Technology
1567,Zhejiang HangKe Technology Incorporated Company,688006.SS,Shanghai,Industrials
1568,Appotronics Corporation Limited,688007.SS,Shanghai,Technology
1569,"Montage Technology Co., Ltd.",688008.SS,Shanghai,Technology
1570,China Railway Signal & Communication Corporation Limited,688009.SS,Shanghai,Industrials
1571,"Fujian Forecam Optics Co., Ltd.",688010.SS,Shanghai,Consumer Cyclical
1572,"Harbin Xinguang Optic-Electronics Technology Co.,Ltd.",688011.SS,Shanghai,Technology
1573,Advanced Micro-Fabrication Equipment Inc. China,688012.SS,Shanghai,Technology
1574,"Touchstone International Medical Science Co., Ltd.",688013.SS,Shanghai,Healthcare
1575,"Traffic Control Technology Co., Ltd.",688015.SS,Shanghai,Technology
1576,"Shanghai MicroPort Endovascular MedTech Co., Ltd.",688016.SS,Shanghai,Healthcare
1577,"Leader Harmonious Drive Systems Co., Ltd.",688017.SS,Shanghai,Industrials
1578,"Espressif Systems (Shanghai) Co., Ltd.",688018.SS,Shanghai,Technology
1579,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",688019.SS,Shanghai,Technology
1580,"Guangzhou Fangbang Electronics Co.,Ltd",688020.SS,Shanghai,Technology
1581,"Aofu Environmental Technology Co., Ltd.",688021.SS,Shanghai,Basic Materials
1582,"Suzhou Harmontronics Automation Technology Co., Ltd",688022.SS,Shanghai,Industrials
1583,"DBAPPSecurity Co., Ltd.",688023.SS,Shanghai,Technology
1584,"Shenzhen JPT Opto-Electronics Co., Ltd.",688025.SS,Shanghai,
1585,"Guangzhou Jet Bio-Filtration Co., Ltd.",688026.SS,Shanghai,Healthcare
1586,"QuantumCTek Co., Ltd.",688027.SS,Shanghai,Technology
1587,"Beijing Worldia Diamond Tools Co.,Ltd.",688028.SS,Shanghai,Industrials
1588,"Micro-Tech (Nanjing) Co., Ltd.",688029.SS,Shanghai,Healthcare
1589,"Hillstone Networks Co., Ltd.",688030.SS,Shanghai,Technology
1590,"Beijing Tianyishangjia New Material Corp., Ltd.",688033.SS,Shanghai,Industrials
1591,"Shenzhen Transsion Holdings Co., Ltd.",688036.SS,Shanghai,Technology
1592,"KINGSEMI Co., Ltd.",688037.SS,Shanghai,
1593,"Wuhan Citms Technology CO.,LTD.",688038.SS,Shanghai,Industrials
1594,"Hangzhou Arcvideo Technology Co., Ltd.",688039.SS,Shanghai,
1595,"Eyebright Medical Technology (Beijing) Co., Ltd.",688050.SS,Shanghai,Healthcare
1596,"Rockontrol Technology Group Co., Ltd.",688051.SS,Shanghai,
1597,"InfoVision Optoelectronics (Kunshan) Co., Ltd.",688055.SS,Shanghai,Technology
1598,"Beijing Labtech Instruments Co., Ltd.",688056.SS,Shanghai,Technology
1599,"Jiangxi JDL Environmental Protection Co., Ltd.",688057.SS,Shanghai,
1600,Beijing Baolande Software Corporation,688058.SS,Shanghai,Technology
1601,"Zhuzhou Huarui Precision Cutting Tools Co.,Ltd",688059.SS,Shanghai,Industrials
1602,"Jiangsu Yunyong Electronics and Technology Co.,Ltd",688060.SS,Shanghai,
1603,"Pylon Technologies Co., Ltd.",688063.SS,Shanghai,Industrials
1604,Cathay Biotech Inc.,688065.SS,Shanghai,Basic Materials
1605,"Piesat Information Technology Co., Ltd.",688066.SS,Shanghai,Technology
1606,"AVE Science&Technology CO.,LTD",688067.SS,Shanghai,Healthcare
1607,"Beijing Hotgen Biotech Co., Ltd.",688068.SS,Shanghai,Healthcare
1608,"Wuxi Delinhai Environmental Technology Co., Ltd.",688069.SS,Shanghai,Industrials
1609,"Chengdu JOUAV Automation Tech Co.,Ltd.",688070.SS,Shanghai,
1610,"Sinopep-Allsino Bio Pharmaceutical Co.,Ltd.",688076.SS,Shanghai,Healthcare
1611,"Earth-Panda Advanced Magnetic Material Co.,Ltd.",688077.SS,Shanghai,Industrials
1612,Beijing LongRuan Technologies Inc.,688078.SS,Shanghai,
1613,"Hangzhou MDK Opto Electronics Co., Ltd",688079.SS,Shanghai,
1614,"Beijing InHand Networks Technology Co., Ltd.",688080.SS,Shanghai,Technology
1615,"Wuhan Xingtu Xinke Electronics Co.,Ltd.",688081.SS,Shanghai,Technology
1616,"Zwsoft Co.,Ltd.",688083.SS,Shanghai,Technology
1617,"Shanghai Sanyou Medical Co., Ltd.",688085.SS,Shanghai,Healthcare
1618,"Shandong Intco Recycling Resources Co., Ltd.",688087.SS,Shanghai,Industrials
1619,ArcSoft Corporation Limited,688088.SS,Shanghai,Technology
1620,"CABIO Biotech(Wuhan) Co., Ltd.",688089.SS,Shanghai,
1621,"Guangzhou Risong Intelligent Technology Holding Co., Ltd.",688090.SS,Shanghai,Industrials
1622,"Hangzhou IECHO Science & Technology Co., Ltd.",688092.SS,Shanghai,
1623,"Suzhou Shihua New Material Technology Co., Ltd.",688093.SS,Shanghai,Basic Materials
1624,"Fujian Foxit Software Development Joint Stock Co.,Ltd",688095.SS,Shanghai,Technology
1625,"Jiangsu Jingyuan Environmental Protection Co., Ltd.",688096.SS,Shanghai,Utilities
1626,"BOZHON Precision Industry Technology Co.,Ltd",688097.SS,Shanghai,Industrials
1627,Shanghai Shen Lian Biomedical Corporation,688098.SS,Shanghai,Healthcare
1628,"Amlogic (Shanghai) Co.,Ltd.",688099.SS,Shanghai,Technology
